match_id,date,team,performance_index,team_wins_last_5,ad_campaign_spend,sentiment_score,historical_avg_merch_sales,merch_sales
272,01-05-2011,Chennai Super Kings,44.36709135374461,1.0,25795,0.5468563493371522,127789,144358
11341,01-05-2019,Chennai Super Kings,44.36709135374461,2.0,10860,0.550818977749213,134526,150445
117,01-06-2008,Chennai Super Kings,44.36709135374461,2.0,86820,0.37508249386759523,188918,211785
79,02-05-2008,Chennai Super Kings,44.36709135374461,2.0,64886,0.5571480696576985,271635,308405
141,02-05-2009,Chennai Super Kings,44.36709135374461,3.0,16265,0.7501698212860444,285808,330328
425,02-05-2013,Chennai Super Kings,44.36709135374461,3.0,92386,0.5469620789375504,96220,115997
478,02-05-2014,Chennai Super Kings,44.36709135374461,3.0,47194,0.3300992795156332,96163,107244
551,02-05-2015,Chennai Super Kings,44.36709135374461,3.0,97498,0.5177375391839546,184837,213739
206,03-04-2010,Chennai Super Kings,44.36709135374461,4.0,54131,0.3169184625806315,167126,183145
11151,03-04-2019,Chennai Super Kings,44.36709135374461,3.0,70263,0.816737167206416,131486,160003
7926,03-05-2018,Chennai Super Kings,44.36709135374461,2.0,26023,0.7235674686984475,226342,261712
308,04-04-2012,Chennai Super Kings,44.36709135374461,1.0,51090,0.4334061517204604,125277,141258
83,04-05-2008,Chennai Super Kings,44.36709135374461,1.0,77221,0.2754332801006164,269350,291923
144,04-05-2009,Chennai Super Kings,44.36709135374461,1.0,74820,0.41216288129072154,271311,301171
276,04-05-2011,Chennai Super Kings,44.36709135374461,2.0,10769,0.48190092610602764,154245,170201
352,04-05-2012,Chennai Super Kings,44.36709135374461,3.0,69735,0.3238136257960261,172332,190479
554,04-05-2015,Chennai Super Kings,44.36709135374461,4.0,72955,0.49309774850037724,284231,319570
430,05-05-2013,Chennai Super Kings,44.36709135374461,4.0,74925,0.48124213357297485,72931,87456
483,05-05-2014,Chennai Super Kings,44.36709135374461,4.0,77969,0.5125154697062888,139116,161186
7928,05-05-2018,Chennai Super Kings,44.36709135374461,4.0,15311,0.522964517693798,105633,118225
11346,05-05-2019,Chennai Super Kings,44.36709135374461,3.0,93104,0.40343824001228484,261774,292219
211,06-04-2010,Chennai Super Kings,44.36709135374461,3.0,63707,0.4146585960250346,101913,116748
386,06-04-2013,Chennai Super Kings,44.36709135374461,3.0,95305,0.504559216447005,144776,168929
11309,06-04-2019,Chennai Super Kings,44.36709135374461,3.0,38693,0.43690078701260526,75991,86513
85,06-05-2008,Chennai Super Kings,44.36709135374461,2.0,81932,0.5907494768417256,235917,271997
355,06-05-2012,Chennai Super Kings,44.36709135374461,2.0,35658,0.50358945497677,154092,173190
313,07-04-2012,Chennai Super Kings,44.36709135374461,2.0,94478,0.6865003233997474,279577,327424
7894,07-04-2018,Chennai Super Kings,44.36709135374461,3.0,28431,0.5820482438271226,236384,266757
149,07-05-2009,Chennai Super Kings,44.36709135374461,3.0,12747,0.6103713869390598,191633,216314
281,07-05-2011,Chennai Super Kings,44.36709135374461,3.0,69150,0.5132566067964786,197973,225223
486,07-05-2014,Chennai Super Kings,44.36709135374461,3.0,75725,0.5157361501290296,287113,324313
11412,07-05-2019,Chennai Super Kings,44.36709135374461,2.0,94654,0.6731320579909177,145556,174630
235,08-04-2011,Chennai Super Kings,44.36709135374461,2.0,45773,0.4621707116462971,112875,127899
87,08-05-2008,Chennai Super Kings,44.36709135374461,2.0,77435,0.554677935416524,206989,237708
435,08-05-2013,Chennai Super Kings,44.36709135374461,3.0,66886,0.4733762467838542,112120,129436
559,08-05-2015,Chennai Super Kings,44.36709135374461,3.0,76803,0.47313639416126974,183060,208076
519,09-04-2015,Chennai Super Kings,44.36709135374461,4.0,41551,0.383110373425828,294817,321574
11314,09-04-2019,Chennai Super Kings,44.36709135374461,4.0,21394,0.4257485649143059,160041,175821
152,09-05-2009,Chennai Super Kings,44.36709135374461,4.0,79092,0.407173054858355,178467,200922
285,09-05-2011,Chennai Super Kings,44.36709135374461,4.0,13890,0.5594368808923169,195328,218585
216,10-04-2010,Chennai Super Kings,44.36709135374461,4.0,51606,0.6040205928223663,168490,194018
318,10-04-2012,Chennai Super Kings,44.36709135374461,3.0,90038,0.49052466264215977,268800,304187
391,10-04-2013,Chennai Super Kings,44.36709135374461,3.0,97313,0.5229627930163653,176155,204324
7898,10-04-2018,Chennai Super Kings,44.36709135374461,3.0,20627,0.4847528644894904,78230,87890
91,10-05-2008,Chennai Super Kings,44.36709135374461,3.0,18792,0.41892240801070146,286538,312437
361,10-05-2012,Chennai Super Kings,44.36709135374461,4.0,83969,0.5862263024796879,109778,131059
490,10-05-2014,Chennai Super Kings,44.36709135374461,5.0,53001,0.5652534693759479,95833,111980
563,10-05-2015,Chennai Super Kings,44.36709135374461,5.0,86552,0.3107454014696036,72625,85807
11414,10-05-2019,Chennai Super Kings,44.36709135374461,5.0,33897,0.47168909987647467,82088,93235
521,11-04-2015,Chennai Super Kings,44.36709135374461,5.0,78148,0.41179726587925713,260722,290023
11316,11-04-2019,Chennai Super Kings,44.36709135374461,5.0,33483,0.4609061430334775,222239,246086
7936,11-05-2018,Chennai Super Kings,44.36709135374461,4.0,58555,0.43295684329537404,153937,173135
320,12-04-2012,Chennai Super Kings,44.36709135374461,4.0,27159,0.49535796292586004,252363,280094
289,12-05-2011,Chennai Super Kings,44.36709135374461,4.0,90077,0.4670085264866526,246375,278407
364,12-05-2012,Chennai Super Kings,44.36709135374461,4.0,45920,0.4648859306179161,126361,142715
442,12-05-2013,Chennai Super Kings,44.36709135374461,3.0,77121,0.6107388428338714,138229,162838
565,12-05-2015,Chennai Super Kings,44.36709135374461,3.0,79479,0.5557178660669249,185189,213732
11415,12-05-2019,Chennai Super Kings,44.36709135374461,2.0,99475,0.4296105349699566,140265,162277
222,13-04-2010,Chennai Super Kings,44.36709135374461,2.0,29457,0.4444453267186579,147718,163807
243,13-04-2011,Chennai Super Kings,44.36709135374461,1.0,76557,0.5491793055399613,110710,130538
396,13-04-2013,Chennai Super Kings,44.36709135374461,2.0,87189,0.5490419571702767,275498,314482
494,13-05-2014,Chennai Super Kings,44.36709135374461,3.0,88953,0.4396219760937931,144876,166522
7939,13-05-2018,Chennai Super Kings,44.36709135374461,4.0,62995,0.47660093330978354,248126,278090
179,14-03-2010,Chennai Super Kings,44.36709135374461,3.0,50757,0.6846806040086968,80949,97122
324,14-04-2012,Chennai Super Kings,44.36709135374461,3.0,19692,0.4413451911478657,203619,223574
11320,14-04-2019,Chennai Super Kings,44.36709135374461,3.0,55758,0.6910804588458785,262954,304887
96,14-05-2008,Chennai Super Kings,44.36709135374461,2.0,82409,0.6103666942525805,118136,140811
159,14-05-2009,Chennai Super Kings,44.36709135374461,1.0,81211,0.6725416275055466,161541,191404
368,14-05-2012,Chennai Super Kings,44.36709135374461,2.0,75697,0.4370928027930571,297955,331584
446,14-05-2013,Chennai Super Kings,44.36709135374461,3.0,47065,0.48314441259372387,245691,274151
224,15-04-2010,Chennai Super Kings,44.36709135374461,2.0,42606,0.4550836191224437,111842,126295
399,15-04-2013,Chennai Super Kings,44.36709135374461,2.0,21534,0.6126753191926203,275875,311846
7905,15-04-2018,Chennai Super Kings,44.36709135374461,2.0,50397,0.44323162273279104,282930,313063
182,16-03-2010,Chennai Super Kings,44.36709135374461,2.0,11016,0.5731215493342874,76990,86929
248,16-04-2011,Chennai Super Kings,44.36709135374461,2.0,99789,0.567829941119204,197265,229659
162,16-05-2009,Chennai Super Kings,44.36709135374461,3.0,65591,0.49519704692858235,80109,94615
569,16-05-2015,Chennai Super Kings,44.36709135374461,4.0,99812,0.6298659734164336,180356,213070
530,17-04-2015,Chennai Super Kings,44.36709135374461,5.0,33247,0.5107679869726605,200305,224104
11324,17-04-2019,Chennai Super Kings,44.36709135374461,4.0,34300,0.5834085718608303,294629,332450
371,17-05-2012,Chennai Super Kings,44.36709135374461,3.0,84065,0.45052966310822173,262802,294901
118,18-04-2009,Chennai Super Kings,44.36709135374461,2.0,92798,0.42765631858931746,178133,202662
228,18-04-2010,Chennai Super Kings,44.36709135374461,2.0,19268,0.5731145529257609,215582,242232
252,18-04-2011,Chennai Super Kings,44.36709135374461,1.0,96807,0.5430840244333748,51306,66572
404,18-04-2013,Chennai Super Kings,44.36709135374461,2.0,22185,0.5243307664128366,53849,61727
460,18-04-2014,Chennai Super Kings,44.36709135374461,2.0,73704,0.46563116520622166,62360,75551
103,18-05-2008,Chennai Super Kings,44.36709135374461,3.0,96779,0.6549209476526304,161072,191861
166,18-05-2009,Chennai Super Kings,44.36709135374461,2.0,49099,0.3883414195746153,144767,160934
297,18-05-2011,Chennai Super Kings,44.36709135374461,3.0,18571,0.3828656990269028,226872,246114
452,18-05-2013,Chennai Super Kings,44.36709135374461,2.0,48044,0.5942166505163828,218035,248764
499,18-05-2014,Chennai Super Kings,44.36709135374461,2.0,61214,0.586009638414307,104330,122692
7945,18-05-2018,Chennai Super Kings,44.36709135374461,1.0,71228,0.5353762778991868,101707,119733
185,19-03-2010,Chennai Super Kings,44.36709135374461,2.0,58984,0.47120477780971937,68689,81074
61,19-04-2008,Chennai Super Kings,44.36709135374461,2.0,50774,0.5502422129190412,79084,92877
332,19-04-2012,Chennai Super Kings,44.36709135374461,3.0,12568,0.6720830297119534,90387,103806
533,19-04-2015,Chennai Super Kings,44.36709135374461,3.0,72592,0.7515546207874225,124816,150849
573,19-05-2015,Chennai Super Kings,44.36709135374461,3.0,77563,0.33435862945248435,52642,63931
122,20-04-2009,Chennai Super Kings,44.36709135374461,3.0,12695,0.45810798807514536,92137,101861
406,20-04-2013,Chennai Super Kings,44.36709135374461,3.0,58190,0.451822673701516,260904,290312
7910,20-04-2018,Chennai Super Kings,44.36709135374461,3.0,15258,0.6626519471699682,236633,269533
169,20-05-2009,Chennai Super Kings,44.36709135374461,4.0,97538,0.2518705013434798,112260,127682
504,20-05-2014,Chennai Super Kings,44.36709135374461,4.0,49504,0.5513835193065546,196510,223144
7949,20-05-2018,Chennai Super Kings,44.36709135374461,4.0,43159,0.4743189691580966,98442,112109
190,21-03-2010,Chennai Super Kings,44.36709135374461,3.0,23986,0.663811274954764,153061,175793
334,21-04-2012,Chennai Super Kings,44.36709135374461,3.0,71858,0.650103884000446,184066,215197
465,21-04-2014,Chennai Super Kings,44.36709135374461,3.0,22666,0.5365506734826693,175844,196993
11330,21-04-2019,Chennai Super Kings,44.36709135374461,3.0,48660,0.3420276929288203,294602,319633
